Start time: 1725167195
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-8 ccloud-gpu-hpc-12
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
16384                   7.70
32768                   9.66
65536                  12.76
131072                 18.28
262144                 32.93
524288                 61.00
1048576               115.12
2097152               210.30
4194304               427.50
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.87
2                      10.03
4                      19.97
8                      39.88
16                     80.16
32                    159.97
64                    288.99
128                   579.17
256                  1040.62
512                  2014.46
1024                 3602.57
2048                 5543.19
4096                 7742.25
8192                 9691.73
16384               10400.20
32768               10793.92
65536               10945.76
131072              11115.02
262144              11134.27
524288              11197.25
1048576             11177.50
2097152             11027.15
4194304             10032.38
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-11 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.77
1                       1.76
2                       1.80
4                       1.76
8                       1.75
16                      1.76
32                      1.81
64                      1.92
128                     1.95
256                     2.73
512                     2.81
1024                    2.99
2048                    3.43
4096                    4.38
8192                    5.65
16384                   7.75
32768                   9.75
65536                  12.78
131072                 18.23
262144                 31.71
524288                 57.02
1048576               107.52
2097152               204.82
4194304               421.08
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.93
2                       9.80
4                      19.43
8                      39.58
16                     78.45
32                    157.08
64                    280.33
128                   569.40
256                  1036.56
512                  1867.74
1024                 3481.84
2048                 5422.40
4096                 7806.22
8192                 9700.12
16384               10228.39
32768               10862.84
65536               11063.42
131072              11225.76
262144              11136.90
524288              10572.81
1048576             10474.99
2097152             10660.58
4194304             10248.83
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-10 ccloud-gpu-hpc-6
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size          Latency (us)
0                       1.78
1                       1.78
2                       1.82
4                       1.78
8                       1.77
16                      1.78
32                      1.83
64                      1.95
128                     1.98
256                     2.76
512                     2.84
1024                    3.02
2048                    3.47
4096                    4.47
8192                    5.74
16384                   7.83
32768                   9.84
65536                  12.73
131072                 18.24
262144                 31.09
524288                 55.09
1048576               105.71
2097152               202.66
4194304               421.57
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on HOST (H) and Receive Buffer on HOST (H)
# Size      Bandwidth (MB/s)
1                       4.74
2                       9.20
4                      19.01
8                      37.45
16                     75.43
32                    152.04
64                    282.38
128                   563.09
256                  1012.72
512                  1961.66
1024                 3585.47
2048                 5337.39
4096                 7687.19
8192                 9677.74
16384               10253.39
32768               10831.71
65536               11087.11
131072              11257.17
262144              11120.40
524288              11162.78
1048576             11133.68
2097152             10987.12
4194304             10279.37
Allreduce iteration 1

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     159.68
8                     158.10
16                    157.32
32                    159.62
64                    159.39
128                   159.91
256                   161.46
512                   161.55
1024                  167.29
2048                  175.28
4096                  301.47
8192                  304.23
16384                 311.89
32768                 326.65
65536                 352.64
131072                377.87
262144                459.32
524288                697.46
1048576              1169.33
Allreduce iteration 2

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     158.78
8                     157.59
16                    157.52
32                    159.25
64                    159.26
128                   160.82
256                   160.54
512                   161.39
1024                  166.26
2048                  172.80
4096                  296.46
8192                  305.46
16384                 315.75
32768                 327.12
65536                 346.35
131072                376.60
262144                467.11
524288                687.82
1048576              1218.73
Allreduce iteration 3

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     161.40
8                     157.37
16                    157.26
32                    159.09
64                    160.01
128                   159.94
256                   160.61
512                   161.36
1024                  165.58
2048                  174.66
4096                  298.82
8192                  304.96
16384                 312.16
32768                 325.67
65536                 347.95
131072                381.31
262144                458.79
524288                684.35
1048576              1180.26
Allreduce iteration 4

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     159.45
8                     157.24
16                    158.05
32                    159.28
64                    159.12
128                   160.11
256                   160.73
512                   161.58
1024                  165.95
2048                  173.48
4096                  296.43
8192                  305.00
16384                 310.91
32768                 330.60
65536                 347.16
131072                377.66
262144                461.54
524288                682.08
1048576              1174.09
Allreduce iteration 5

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     159.51
8                     157.08
16                    157.10
32                    159.39
64                    160.06
128                   159.79
256                   160.31
512                   161.33
1024                  165.33
2048                  173.19
4096                  294.40
8192                  304.00
16384                 310.92
32768                 327.35
65536                 347.77
131072                379.53
262144                459.44
524288                684.85
1048576              1192.62
End time: 1725167555
