Start time: 1725160905
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-32 ccloud-gpu-hpc-31
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
1024                   18.64
2048                   19.56
4096                   21.38
8192                   24.89
16384                  32.00
32768                  31.71
65536                  39.60
131072                 55.44
262144                 88.19
524288                154.89
1048576               208.78
2097152               311.79
4194304               514.89
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.94
16                      1.89
32                      3.64
64                      7.27
128                    14.48
256                    28.93
512                    57.12
1024                  111.85
2048                  220.55
4096                  420.10
8192                  749.79
16384                2787.84
32768                4343.62
65536                6241.46
131072               7849.49
262144               9082.06
524288               9398.36
1048576              9286.73
2097152              9473.99
4194304              9491.79
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-21 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.80
1                      16.90
2                      16.93
4                      16.84
8                      16.82
16                     16.85
32                     17.17
64                     17.40
128                    17.47
256                    17.58
512                    17.78
1024                   18.30
2048                   19.32
4096                   21.11
8192                   24.82
16384                  32.01
32768                  31.75
65536                  39.71
131072                 55.45
262144                 88.18
524288                158.21
1048576               209.54
2097152               313.31
4194304               516.53
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.90
32                      3.66
64                      7.32
128                    14.60
256                    29.19
512                    58.20
1024                  110.55
2048                  222.75
4096                  421.09
8192                  756.10
16384                2775.00
32768                4339.47
65536                6214.67
131072               7937.63
262144               9018.32
524288               9344.63
1048576              9310.98
2097152              9436.96
4194304              9458.36
Point-to-point pairwise experiments for nodes ccloud-gpu-hpc-18 ccloud-gpu-hpc-25
# OSU MPI-CUDA Latency Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size          Latency (us)
0                       1.82
1                      17.82
2                      17.94
4                      17.77
8                      17.77
16                     17.73
32                     18.06
64                     18.03
128                    18.14
256                    18.29
512                    18.40
1024                   18.99
2048                   19.86
4096                   21.78
8192                   25.55
16384                  32.58
32768                  32.27
65536                  40.12
131072                 55.86
262144                 88.43
524288                155.39
1048576               206.02
2097152               303.15
4194304               505.11
# OSU MPI-CUDA Bandwidth Test v5.8
# Send Buffer on DEVICE (D) and Receive Buffer on DEVICE (D)
# Size      Bandwidth (MB/s)
1                       0.12
2                       0.23
4                       0.47
8                       0.95
16                      1.89
32                      3.66
64                      7.28
128                    14.55
256                    29.02
512                    56.79
1024                  114.32
2048                  222.11
4096                  419.42
8192                  753.23
16384                2787.62
32768                4336.97
65536                6259.86
131072               7990.40
262144               9030.10
524288               9400.49
1048576              9338.34
2097152              9537.44
4194304              9510.95
Allreduce iteration 1

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     190.62
8                     190.16
16                    189.47
32                    192.11
64                    192.69
128                   203.49
256                   196.84
512                   200.44
1024                  200.85
2048                  209.05
4096                  353.25
8192                  369.26
16384                 373.64
32768                 399.27
65536                 421.28
131072                448.38
262144                541.29
524288                784.46
1048576              1295.30
Allreduce iteration 2

# OSU MPI-CUDA Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     193.72
8                     189.79
16                    190.73
32                    193.12
64                    195.85
128                   193.32
256                   195.40
512                   198.95
1024                  203.66
2048                  209.74
4096                  353.96
8192                  372.23
16384                 380.61
32768                 407.66
65536                 415.17
131072                442.20
262144                578.21
524288                782.92
1048576              1317.93
Allreduce iteration 3
